,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
1026004,2013-01-26 00:00:00,1900-01-01 04:00:00,MANHATTAN,10002,40.722469700000005,-73.98713509999999,"(40.7224697, -73.9871351)",EAST HOUSTON STREET             ,LUDLOW STREET                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,12767,TAXI,PASSENGER VEHICLE,,,
1026011,2013-01-26 00:00:00,1900-01-01 04:24:00,QUEENS,11355,40.7560463,-73.8130682,"(40.7560463, -73.8130682)",45 AVENUE                       ,149 STREET                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,248726,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1026030,2013-01-26 00:00:00,1900-01-01 06:10:00,BROOKLYN,11206,40.6973167,-73.93226990000001,"(40.6973167, -73.9322699)",BUSHWICK AVENUE                 ,MYRTLE AVENUE                   ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,185506,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1026532,2013-01-25 00:00:00,1900-01-01 20:45:00,BROOKLYN,11223,40.596160100000006,-73.9610281,"(40.5961601, -73.9610281)",CONEY ISLAND AVENUE             ,AVENUE V                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,118202,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1026642,2013-01-25 00:00:00,1900-01-01 03:10:00,BRONX,10465,40.8273535,-73.8246257,"(40.8273535, -73.8246257)",REVERE AVENUE                   ,PHILIP AVENUE                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,89689,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1026719,2013-01-25 00:00:00,1900-01-01 08:30:00,QUEENS,11004,40.737899600000006,-73.71476899999999,"(40.7378996, -73.714769)",LITTLE NECK PARKWAY             ,83 AVENUE                       ,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,Unspecified,,,222213,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
1027178,2013-01-24 00:00:00,1900-01-01 23:50:00,,,40.7167161,-73.82781159999999,"(40.7167161, -73.8278116)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3089836,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,UNKNOWN,,
1027739,2013-01-23 00:00:00,1900-01-01 02:45:00,,,40.7170219,-73.830499,"(40.7170219, -73.830499)",,,,2,0,0,0,0,0,2,0,Alcohol Involvement,,,,,3089831,PASSENGER VEHICLE,,,,
1028203,2013-01-22 00:00:00,1900-01-01 18:55:00,,,,,,,,P/L OF 1750 HYLAN BLVD                  ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,296254,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1028416,2013-01-21 00:00:00,1900-01-01 00:20:00,QUEENS,11368,40.7488428,-73.8629517,"(40.7488428, -73.8629517)",103 STREET                      ,41 AVENUE                       ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,256460,VAN,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1028421,2013-01-21 00:00:00,1900-01-01 00:45:00,,,40.7276628,-73.9293744,"(40.7276628, -73.9293744)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,2992139,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1028483,2013-01-21 00:00:00,1900-01-01 13:30:00,QUEENS,11423,40.729212200000006,-73.78116170000001,"(40.7292122, -73.7811617)",UNION TURNPIKE                  ,188 STREET                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,234785,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1028597,2013-01-21 00:00:00,1900-01-01 18:02:00,MANHATTAN,10010,40.743450700000004,-73.988192,"(40.7434507, -73.988192)",5 AVENUE                        ,EAST 26 STREET                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,23086,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
1028645,2013-01-21 00:00:00,1900-01-01 01:50:00,BRONX,10462,40.8461393,-73.8617067,"(40.8461393, -73.8617067)",MATTHEWS AVENUE                 ,MORRIS PARK AVENUE              ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,104120,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1028711,2013-01-21 00:00:00,1900-01-01 02:50:00,BROOKLYN,11238,40.6792042,-73.9552939,"(40.6792042, -73.9552939)",ATLANTIC AVENUE                 ,FRANKLIN AVENUE                 ,,3,0,1,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,180422,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1028715,2013-01-21 00:00:00,1900-01-01 03:44:00,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,2975999,PASSENGER VEHICLE,,,,
1029062,2013-01-20 00:00:00,1900-01-01 22:27:00,,,,,,CYPRESS HILLS STREET            ,JACKIE ROBINSON PARKWAY SVC RD  ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,215203,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1029068,2013-01-20 00:00:00,1900-01-01 22:50:00,STATEN ISLAND,10308,40.566775,-74.1529578,"(40.566775, -74.1529578)",ARTHUR KILL ROAD                ,CORBIN AVENUE                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,296226,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1029092,2013-01-20 00:00:00,1900-01-01 04:02:00,BROOKLYN,11225,40.656711200000004,-73.9564767,"(40.6567112, -73.9564767)",WINTHROP STREET                 ,BEDFORD AVENUE                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,153471,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1029136,2013-01-20 00:00:00,1900-01-01 08:20:00,,,,,,SEDGWICK AVENUE                 ,UNDERCLIFF AVENUE               ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,86284,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1029166,2013-01-19 00:00:00,1900-01-01 00:38:00,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,2897094,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1029378,2013-01-19 00:00:00,1900-01-01 17:23:00,,,40.7549013,-73.7454772,"(40.7549013, -73.7454772)",,,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,Unspecified,,,3079371,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1029399,2013-01-19 00:00:00,1900-01-01 18:10:00,BROOKLYN,11213,40.6777156,-73.935859,"(40.6777156, -73.935859)",TROY AVENUE                     ,ATLANTIC AVENUE                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,183220,PASSENGER VEHICLE,UNKNOWN,,,
1029432,2013-01-19 00:00:00,1900-01-01 19:00:00,,,40.726714,-73.8892957,"(40.726714, -73.8892957)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3003644,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1029456,2013-01-19 00:00:00,1900-01-01 01:50:00,,,,,,QUEENS BOULEVARD                ,70 ROAD                         ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,265348,PASSENGER VEHICLE,LIVERY VEHICLE,,,
1029494,2013-01-19 00:00:00,1900-01-01 21:35:00,BRONX,10461,40.8343549,-73.8262226,"(40.8343549, -73.8262226)",BRUCKNER BOULEVARD              ,CROSBY AVENUE                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,89662,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1029498,2013-01-19 00:00:00,1900-01-01 21:45:00,MANHATTAN,10031,40.8233146,-73.9490078,"(40.8233146, -73.9490078)",AMSTERDAM AVENUE                ,WEST 142 STREET                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,65406,MOTORCYCLE,PASSENGER VEHICLE,,,
1029523,2013-01-19 00:00:00,1900-01-01 23:00:00,,,,,,,,,5,0,0,0,0,0,5,0,Alcohol Involvement,Alcohol Involvement,,,,2836768,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1029540,2013-01-19 00:00:00,1900-01-01 23:50:00,QUEENS,11375,40.7329423,-73.84960509999999,"(40.7329423, -73.8496051)",64 AVENUE                       ,108 STREET                      ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,265351,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1029565,2013-01-19 00:00:00,1900-01-01 03:05:00,QUEENS,11428,40.7259191,-73.742958,"(40.7259191, -73.742958)",90 AVENUE                       ,218 PLACE                       ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,222154,SPORT UTILITY / STATION WAGON,,,,
1029570,2013-01-19 00:00:00,1900-01-01 04:00:00,MANHATTAN,10002,40.7191331,-73.9763565,"(40.7191331, -73.9763565)",EAST HOUSTON STREET             ,BARUCH PLACE                    ,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,12750,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1029571,2013-01-19 00:00:00,1900-01-01 04:04:00,STATEN ISLAND,10306,40.573266100000005,-74.1469613,"(40.5732661, -74.1469613)",RICHMOND HILL ROAD              ,OLD MILL ROAD                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,296202,PASSENGER VEHICLE,,,,
1029589,2013-01-19 00:00:00,1900-01-01 06:10:00,,,,,,,,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,,,2851409,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1029641,2013-01-18 00:00:00,1900-01-01 00:15:00,BRONX,10458,40.868142299999995,-73.88555629999999,"(40.8681423, -73.8855563)",EAST 199 STREET                 ,MARION AVENUE                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,110685,PASSENGER VEHICLE,UNKNOWN,PASSENGER VEHICLE,,
1029759,2013-01-18 00:00:00,1900-01-01 13:45:00,MANHATTAN,10010,40.7415488,-73.9895745,"(40.7415488, -73.9895745)",EAST 23 STREET                  ,5 AVENUE                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,23061,TAXI,TAXI,,,
1029998,2013-01-18 00:00:00,1900-01-01 01:40:00,BROOKLYN,11206,40.7008229,-73.9574578,"(40.7008229, -73.9574578)",BEDFORD AVENUE                  ,HEYWARD STREET                  ,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,,,195144,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
1030648,2013-01-17 00:00:00,1900-01-01 08:24:00,BROOKLYN,11222,40.725908000000004,-73.9353978,"(40.725908, -73.9353978)",MEEKER AVENUE                   ,VARICK AVENUE                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,199094,PICK-UP TRUCK,LARGE COM VEH(6 OR MORE TIRES),,,
1031108,2013-01-16 00:00:00,1900-01-01 03:45:00,BROOKLYN,11233,40.6761899,-73.90808990000001,"(40.6761899, -73.9080899)",ATLANTIC AVENUE                 ,EASTERN PARKWAY                 ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,161187,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1031119,2013-01-16 00:00:00,1900-01-01 05:00:00,BRONX,10455,40.818461,-73.9148771,"(40.818461, -73.9148771)",EAST 153 STREET                 ,ELTON AVENUE                    ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,75543,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1031435,2013-01-15 00:00:00,1900-01-01 15:00:00,QUEENS,11421,40.6952339,-73.85984520000001,"(40.6952339, -73.8598452)",85 STREET                       ,85 ROAD                         ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,205217,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1031531,2013-01-15 00:00:00,1900-01-01 18:00:00,,,40.608224799999995,-74.12939659999999,"(40.6082248, -74.1293966)",,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,,,3122112,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1031571,2013-01-15 00:00:00,1900-01-01 19:00:00,BROOKLYN,11235,40.5887299,-73.94737950000001,"(40.5887299, -73.9473795)",EAST 22 STREET                  ,AVENUE Z                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,117992,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1031579,2013-01-15 00:00:00,1900-01-01 19:15:00,QUEENS,11379,40.7138422,-73.90093900000001,"(40.7138422, -73.900939)",FRESH PD ROAD                   ,62 AVENUE                       ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,215147,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1031616,2013-01-15 00:00:00,1900-01-01 20:15:00,QUEENS,11367,40.7176783,-73.81712590000001,"(40.7176783, -73.8171259)",MAIN STREET                     ,UNION TURNPIKE                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,234743,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1031657,2013-01-15 00:00:00,1900-01-01 23:00:00,QUEENS,11413,40.6801176,-73.7532369,"(40.6801176, -73.7532369)",MERRICK BOULEVARD               ,SPRINGFIELD BOULEVARD           ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,269408,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1031820,2013-01-14 00:00:00,1900-01-01 10:53:00,,,,,,7 AVENUE                        ,BAY RIDGE PARKWAY               ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,142055,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1032087,2013-01-14 00:00:00,1900-01-01 18:20:00,BRONX,10468,40.8628153,-73.90755,"(40.8628153, -73.90755)",WEST FORDHAM ROAD               ,LORING PLACE NORTH              ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,110667,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1032104,2013-01-14 00:00:00,1900-01-01 18:50:00,QUEENS,11421,40.691712700000004,-73.8647387,"(40.6917127, -73.8647387)",77 STREET                       ,JAMAICA AVENUE                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,205215,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1032106,2013-01-14 00:00:00,1900-01-01 18:50:00,QUEENS,11421,40.6876796,-73.86381659999999,"(40.6876796, -73.8638166)",90 AVENUE                       ,77 STREET                       ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,205214,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1032175,2013-01-14 00:00:00,1900-01-01 22:45:00,QUEENS,11420,40.6827535,-73.8204198,"(40.6827535, -73.8204198)",121 STREET                      ,109 AVENUE                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,229582,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
1032198,2013-01-14 00:00:00,1900-01-01 02:20:00,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,2918895,PASSENGER VEHICLE,,,,
1032218,2013-01-14 00:00:00,1900-01-01 05:09:00,BRONX,10458,40.865390600000005,-73.88683370000001,"(40.8653906, -73.8868337)",WEBSTER AVENUE                  ,EAST 197 STREET                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unsafe Speed,,,,110659,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1032342,2013-01-13 00:00:00,1900-01-01 00:20:00,BRONX,10458,40.864040100000004,-73.89243979999999,"(40.8640401, -73.8924398)",BAINBRIDGE AVENUE               ,EAST 193 STREET                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Physical Disability,,,,110656,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1032346,2013-01-13 00:00:00,1900-01-01 00:30:00,QUEENS,11416,40.6908648,-73.83930040000001,"(40.6908648, -73.8393004)",ATLANTIC AVENUE                 ,106 STREET                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,205199,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1032538,2013-01-13 00:00:00,1900-01-01 19:50:00,,,,,,MYRTLE AVENUE                   ,DUFFIELD STREET                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,188941,PASSENGER VEHICLE,,,,
1032545,2013-01-13 00:00:00,1900-01-01 01:34:00,STATEN ISLAND,10301,40.6021368,-74.11487,"(40.6021368, -74.11487)",TODT HILL ROAD                  ,OCEAN TERRACE                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,296096,PASSENGER VEHICLE,,,,
1032546,2013-01-13 00:00:00,1900-01-01 01:35:00,BRONX,10454,40.8058367,-73.9095653,"(40.8058367, -73.9095653)",BRUCKNER BOULEVARD              ,WALES AVENUE                    ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,73685,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1032634,2013-01-13 00:00:00,1900-01-01 03:43:00,QUEENS,11385,40.7126973,-73.9005944,"(40.7126973, -73.9005944)",FRESH PD ROAD                   ,METROPOLITAN AVENUE             ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,215129,SPORT UTILITY / STATION WAGON,,,,
1032641,2013-01-13 00:00:00,1900-01-01 04:21:00,QUEENS,11361,40.759496399999996,-73.76239659999999,"(40.7594964, -73.7623966)",46 AVENUE                       ,SPRINGFIELD BOULEVARD           ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,260849,SPORT UTILITY / STATION WAGON,,,,
1032642,2013-01-13 00:00:00,1900-01-01 04:40:00,MANHATTAN,10010,40.7398662,-73.9895819,"(40.7398662, -73.9895819)",BROADWAY                        ,EAST 21 STREET                  ,,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,23037,SPORT UTILITY / STATION WAGON,,,,
1033064,2013-01-12 00:00:00,1900-01-01 23:20:00,,,,,,WESTCHESTER AVENUE              ,BLONDELL AVENUE                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,104057,PASSENGER VEHICLE,,,,
1033103,2013-01-12 00:00:00,1900-01-01 04:20:00,QUEENS,11418,40.6993595,-73.845025,"(40.6993595, -73.845025)",PARK LANE SOUTH                 ,104 STREET                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,205193,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
1033183,2013-01-11 00:00:00,1900-01-01 00:20:00,QUEENS,11434,40.6886973,-73.7814858,"(40.6886973, -73.7814858)",167 STREET                      ,115 AVENUE                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,269379,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1033254,2013-01-11 00:00:00,1900-01-01 12:40:00,QUEENS,11435,40.7093435,-73.817798,"(40.7093435, -73.817798)",MANTON STREET                   ,84 DRIVE                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Prescription Medication,,,,234711,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1033745,2013-01-11 00:00:00,1900-01-01 04:37:00,QUEENS,11369,40.7616218,-73.8769928,"(40.7616218, -73.8769928)",92 STREET                       ,30 AVENUE                       ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,281086,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
1033853,2013-01-10 00:00:00,1900-01-01 10:22:00,MANHATTAN,10013,40.7216382,-74.0118907,"(40.7216382, -74.0118907)",HUBERT STREET                   ,WEST STREET                     ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,1632,SPORT UTILITY / STATION WAGON,OTHER,,,
1034710,2013-01-09 00:00:00,1900-01-01 01:50:00,BROOKLYN,11220,40.64824,-74.0140002,"(40.64824, -74.0140002)",3 AVENUE                        ,49 STREET                       ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,157156,SMALL COM VEH(4 TIRES) ,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
1034774,2013-01-09 00:00:00,1900-01-01 02:57:00,,,,,,WEST 174 STREET                 ,GRAND AVENUE                    ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,92870,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1034775,2013-01-09 00:00:00,1900-01-01 02:58:00,BRONX,10457,40.844717700000004,-73.9122665,"(40.8447177, -73.9122665)",EAST 174 STREET                 ,WALTON AVENUE                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,86226,SPORT UTILITY / STATION WAGON,VAN,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
1035174,2013-01-08 00:00:00,1900-01-01 18:40:00,QUEENS,11364,40.7447645,-73.7580824,"(40.7447645, -73.7580824)",218 STREET                      ,67 AVENUE                       ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,260812,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1035266,2013-01-08 00:00:00,1900-01-01 02:47:00,BROOKLYN,11203,40.6375904,-73.9278555,"(40.6375904, -73.9278555)",FARRAGUT ROAD                   ,EAST 51 STREET                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,136797,PASSENGER VEHICLE,,,,
1035332,2013-01-08 00:00:00,1900-01-01 08:20:00,QUEENS,11423,40.716967600000004,-73.7643735,"(40.7169676, -73.7643735)",197 STREET                      ,89 AVENUE                       ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,209983,PASSENGER VEHICLE,UNKNOWN,,,
1036050,2013-01-06 00:00:00,1900-01-01 15:00:00,STATEN ISLAND,10301,40.6470277,-74.086969,"(40.6470277, -74.086969)",WESTERVELT AVENUE               ,CARROLL PLACE                   ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,,,286730,SPORT UTILITY / STATION WAGON,VAN,PASSENGER VEHICLE,,
1036134,2013-01-06 00:00:00,1900-01-01 18:05:00,BROOKLYN,11234,40.6170648,-73.9156959,"(40.6170648, -73.9156959)",AVENUE T                        ,MILL AVENUE                     ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,126988,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1036214,2013-01-06 00:00:00,1900-01-01 02:50:00,,,40.7442432,-73.8471548,"(40.7442432, -73.8471548)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3065275,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1036235,2013-01-06 00:00:00,1900-01-01 04:39:00,MANHATTAN,10036,40.7548409,-73.98411850000001,"(40.7548409, -73.9841185)",WEST 42 STREET                  ,6 AVENUE                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,27873,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1036616,2013-01-05 00:00:00,1900-01-01 02:00:00,BROOKLYN,11234,40.6284066,-73.9239891,"(40.6284066, -73.9239891)",AVENUE J                        ,EAST 54 STREET                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,126975,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1036626,2013-01-05 00:00:00,1900-01-01 03:00:00,QUEENS,11419,40.6931206,-73.83132909999999,"(40.6931206, -73.8313291)",115 STREET                      ,ATLANTIC AVENUE                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,205134,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1036652,2013-01-05 00:00:00,1900-01-01 05:27:00,MANHATTAN,10128,40.78263320000001,-73.9511983,"(40.7826332, -73.9511983)",EAST 92 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Other Vehicular,,,,47078,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1036894,2013-01-04 00:00:00,1900-01-01 16:00:00,QUEENS,11423,40.7144361,-73.7599852,"(40.7144361, -73.7599852)",93 AVENUE                       ,199 STREET                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,209967,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1037041,2013-01-04 00:00:00,1900-01-01 20:31:00,QUEENS,11355,40.7522407,-73.82084959999999,"(40.7522407, -73.8208496)",KISSENA BOULEVARD               ,45 AVENUE                       ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,248397,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1037090,2013-01-04 00:00:00,1900-01-01 23:16:00,QUEENS,11423,40.712580200000005,-73.7775262,"(40.7125802, -73.7775262)",184 STREET                      ,89 AVENUE                       ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,209966,PASSENGER VEHICLE,PICK-UP TRUCK,,,
1037099,2013-01-04 00:00:00,1900-01-01 02:40:00,BROOKLYN,11217,40.6829709,-73.976665,"(40.6829709, -73.976665)",FLATBUSH AVENUE                 ,PACIFIC STREET                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,176825,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
1037633,2013-01-03 00:00:00,1900-01-01 03:55:00,QUEENS,11368,40.7515446,-73.8708432,"(40.7515446, -73.8708432)",37 AVENUE                       ,JUNCTION BOULEVARD              ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,281042,VAN,LIVERY VEHICLE,,,
1037674,2013-01-03 00:00:00,1900-01-01 07:55:00,QUEENS,11422,40.66265670000001,-73.73299759999999,"(40.6626567, -73.7329976)",FRANCIS LEWIS BOULEVARD         ,249 STREET                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,221932,PASSENGER VEHICLE,BUS,,,
